Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.2 AD (mid SP)_EV233,45.5,91,98.583,6.49,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,71.73,106.172,8.078,71.73,106.037,0.093,125.379,145.621,7.309,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV234,37.5,75,81.25,5.51,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,58.771,87.509,6.86,58.771,87.374,0.105,103.883,119.61,2.393,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV235,42.0,84,91.0,5.97,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.129,98.01,7.439,66.129,97.894,0.096,115.72,133.587,3.458,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV236,45.0,90,97.5,6.31,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,73.728,105.003,7.874,73.728,104.866,0.098,123.767,140.781,1.738,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV237,32.5,65,70.417,4.94,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,50.61,75.837,6.164,50.61,75.72,0.109,90.518,106.445,3.063,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV238,45.5,91,98.583,6.32,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,73.042,106.162,7.89,73.042,106.033,0.095,124.929,144.854,2.863,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV239,49.0,98,106.167,6.86,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,78.123,114.334,8.566,78.123,114.184,0.097,134.753,158.805,2.041,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV240,43.0,86,93.167,6.17,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,67.933,100.335,7.693,67.933,100.21,0.094,118.632,138.769,1.71,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV241,32.5,65,70.417,4.96,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,51.29,75.829,6.179,51.29,75.711,0.109,90.552,105.448,1.759,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV242,43.0,86,93.167,6.12,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,67.621,100.336,7.635,67.621,100.208,0.095,118.49,135.815,2.029,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV243,43.0,86,93.167,6.17,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,70.152,100.341,7.708,70.152,100.204,0.101,118.703,136.696,2.268,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV244,42.0,84,91.0,5.84,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.019,98.008,7.292,66.019,97.89,0.091,115.338,133.636,1.649,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV245,35.0,70,75.833,5.01,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,55.755,81.668,6.252,55.755,81.557,0.096,96.528,112.995,1.648,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV246,52.5,105,113.75,7.12,150.12,119.583,13.125,150.56,119.448,28.082,157.263,210.0,84.732,122.492,8.872,84.732,122.353,0.09,143.62,166.419,1.756,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV247,48.5,97,105.083,6.84,138.68,110.472,12.125,139.09,110.347,25.942,145.281,194.0,76.214,113.154,8.538,76.214,113.013,0.094,133.447,152.939,1.801,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV248,50.5,101,109.417,6.79,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,81.042,117.828,8.467,81.042,117.706,0.085,137.951,158.795,2.054,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV249,41.0,82,88.833,5.84,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,66.791,96.994,7.303,66.791,96.862,0.1,114.367,131.773,6.722,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV250,42.5,85,92.083,6.17,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,64.922,99.177,7.7,64.922,99.046,0.098,117.539,134.782,2.245,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV251,40.5,81,87.75,5.88,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,64.029,94.484,7.335,64.029,94.363,0.093,111.898,129.517,2.251,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV252,39.0,78,84.5,5.84,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,61.622,91.019,7.284,61.622,90.888,0.102,108.347,126.371,2.509,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV253,42.0,84,91.0,6.13,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,66.645,98.065,7.613,66.645,97.92,0.106,116.156,136.459,6.385,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV254,33.5,67,72.583,4.72,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,54.234,78.176,5.887,54.234,78.081,0.097,92.189,106.521,2.718,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV255,46.5,93,100.75,6.68,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.728,108.507,8.338,73.728,108.366,0.098,128.352,147.427,2.793,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV256,41.0,82,88.833,5.99,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,63.718,95.673,7.478,63.718,95.539,0.098,113.484,132.451,1.667,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV257,41.5,83,89.917,6.12,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,64.551,97.334,7.462,64.551,97.188,0.112,115.213,134.089,7.544,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV258,50.5,101,109.417,6.96,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,77.366,117.836,8.672,77.366,117.706,0.088,138.431,160.096,1.765,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV259,34.5,69,74.75,5.48,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,50.811,80.506,6.839,50.811,80.371,0.113,96.79,113.028,2.222,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV260,40.0,80,86.667,5.57,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,63.023,93.335,6.946,63.023,93.229,0.092,109.852,127.251,1.735,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV261,36.5,73,79.083,5.44,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,56.564,85.178,6.787,56.564,85.05,0.109,101.339,117.148,1.779,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV262,33.5,67,72.583,5.12,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,54.045,79.048,6.112,54.045,78.917,0.125,93.714,110.218,6.934,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV263,40.5,81,87.75,5.93,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,64.04,94.478,7.399,64.04,94.354,0.103,112.117,132.155,1.778,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV264,34.0,68,73.667,5.43,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,50.772,79.342,6.769,50.772,79.207,0.113,95.511,109.72,3.147,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV265,50.5,101,109.417,7.05,144.4,115.028,12.625,144.82,114.898,27.012,151.272,202.0,80.343,117.839,8.79,80.343,117.708,0.089,138.73,159.712,2.072,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV266,29.0,58,62.833,4.73,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,44.356,67.835,5.807,44.356,67.691,0.138,81.786,95.572,4.635,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV267,42.5,85,92.083,6.11,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66.877,99.154,7.624,66.877,99.024,0.096,117.296,137.602,1.695,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV268,43.0,86,93.167,5.97,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,67.819,100.335,7.431,67.819,100.223,0.09,117.997,137.085,1.669,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV269,38.5,77,83.417,5.44,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,59.799,89.831,6.779,59.799,89.712,0.1,105.959,122.148,5.956,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV270,41.5,83,89.917,5.75,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,66.293,96.832,7.174,66.293,96.715,0.096,113.878,132.525,1.923,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV271,49.0,98,106.167,6.98,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,75.855,114.326,8.7,75.855,114.189,0.092,135.013,156.116,1.838,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV272,41.5,83,89.917,5.97,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,66.129,96.831,7.451,66.129,96.705,0.098,114.536,131.791,3.031,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV273,33.5,67,72.583,5.01,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,53.376,78.405,6.16,53.376,78.272,0.12,93.16,108.162,3.135,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV274,40.0,80,86.667,5.76,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,63.812,93.356,7.175,63.812,93.223,0.105,110.445,128.904,2.584,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV275,41.5,83,89.917,5.92,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,66.39,96.833,7.383,66.39,96.713,0.095,114.343,131.604,2.066,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV276,40.0,80,86.667,5.89,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,63.55,93.325,7.34,63.55,93.202,0.101,110.835,126.633,2.608,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV277,43.5,87,94.25,6.33,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.094,101.512,7.89,69.094,101.369,0.103,120.337,138.448,1.894,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV278,47.0,94,101.833,6.48,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,75.982,109.707,8.062,75.982,109.582,0.092,128.902,151.051,3.879,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV279,48.0,96,104.0,6.87,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,76.648,111.995,8.57,76.648,111.852,0.102,132.428,154.231,1.793,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV280,40.0,80,86.667,5.77,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,59.173,93.322,7.18,59.173,93.19,0.103,110.404,126.634,1.783,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV281,46.5,93,100.75,6.76,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.339,108.489,8.438,74.339,108.361,0.092,128.56,148.036,1.767,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV282,44.0,88,95.333,6.24,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,69.102,102.668,7.795,69.102,102.554,0.093,121.167,142.801,1.626,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV283,46.5,93,100.75,6.54,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,74.12,108.507,8.16,74.12,108.365,0.098,127.94,147.105,1.855,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV284,42.5,85,92.083,5.97,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,65.777,99.505,7.299,65.777,99.362,0.11,116.932,134.841,6.012,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV285,38.0,76,82.333,5.56,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,60.441,88.922,6.898,60.441,88.803,0.105,105.379,122.598,2.648,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV286,29.5,59,63.917,4.58,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,46.656,68.829,5.704,46.656,68.72,0.111,82.424,94.604,2.366,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV287,43.5,87,94.25,6.35,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,65.076,101.498,7.924,65.076,101.363,0.099,120.347,139.974,1.662,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV288,40.0,80,86.667,5.74,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,62.863,93.332,7.169,62.863,93.208,0.099,110.369,128.318,1.81,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV289,41.5,83,89.917,6.23,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,63.319,96.846,7.761,63.319,96.71,0.103,115.334,135.316,7.568,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV290,41.5,83,89.917,5.95,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,65.472,96.836,7.43,65.472,96.708,0.098,114.523,134.658,2.536,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV291,42.5,85,92.083,6.21,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,68.588,99.174,7.739,68.588,99.04,0.101,117.574,137.228,2.078,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV292,46.0,92,99.667,6.78,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,71.91,107.328,8.464,71.91,107.177,0.097,127.467,148.692,2.186,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV293,38.0,76,82.333,5.49,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,60.624,88.67,6.844,60.624,88.545,0.099,104.936,120.915,1.74,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV294,42.0,84,91.0,6.11,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,63.685,97.999,7.632,63.685,97.865,0.1,116.182,137.106,1.955,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV295,45.5,91,98.583,6.59,130.1,103.639,11.375,130.48,103.522,24.338,136.295,182.0,71.133,106.2,8.214,71.133,106.065,0.098,125.735,144.898,2.708,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV296,40.0,80,86.667,5.99,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,61.439,93.336,7.467,61.439,93.198,0.103,111.142,129.086,2.831,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV297,42.0,84,91.0,5.93,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,65.133,98.005,7.386,65.133,97.879,0.099,115.597,133.835,2.276,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV298,37.5,75,81.25,5.52,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,57.925,87.501,6.882,57.925,87.388,0.096,103.858,120.209,2.585,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV299,46.0,92,99.667,6.42,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,74.814,107.33,8.012,74.814,107.201,0.097,126.394,148.963,1.685,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV300,46.5,93,100.75,7.0,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,71.769,108.503,8.726,71.769,108.355,0.098,129.251,150.065,2.782,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV301,40.5,81,87.75,6.1,115.8,92.25,10.125,116.14,92.146,21.663,121.317,162.0,61.977,94.501,7.603,61.977,94.37,0.102,112.622,129.065,1.633,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV302,42.5,85,92.083,6.15,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,66.59,99.168,7.682,66.59,99.016,0.104,117.495,135.888,1.559,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV303,46.0,92,99.667,6.57,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,72.953,107.34,8.204,72.953,107.202,0.095,126.839,147.009,1.53,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV304,40.0,80,86.667,5.94,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,62.282,93.339,7.404,62.282,93.208,0.102,110.967,128.375,1.567,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV305,43.0,86,93.167,6.27,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,68.246,100.334,7.828,68.246,100.205,0.097,118.977,139.033,1.583,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV306,28.0,56,60.667,4.43,80.06,63.778,7.0,80.3,63.706,14.977,83.874,112.0,43.239,65.33,5.529,43.239,65.213,0.115,78.507,90.935,1.586,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV307,44.0,88,95.333,6.09,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,70.878,102.676,7.599,70.878,102.545,0.092,120.784,141.325,1.573,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV308,43.0,86,93.167,6.21,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,68.581,100.338,7.745,68.581,100.208,0.099,118.794,138.544,1.54,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV309,45.0,90,97.5,6.56,128.67,102.5,11.25,129.05,102.384,24.07,134.797,180.0,69.39,104.994,8.18,69.39,104.849,0.1,124.489,147.468,1.889,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV310,49.0,98,106.167,6.72,140.11,111.611,12.25,140.52,111.485,26.21,146.779,196.0,80.512,114.35,8.384,80.512,114.207,0.089,134.238,152.158,1.542,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV311,54.0,108,117.0,7.28,154.41,123.0,13.5,154.86,122.861,28.884,161.757,216.0,86.156,126.004,9.088,86.156,125.869,0.092,147.618,170.6,1.604,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV312,42.0,84,91.0,6.19,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,63.803,97.992,7.721,63.803,97.844,0.103,116.395,136.524,1.591,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV313,42.5,85,92.083,6.13,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,67.67,99.161,7.643,67.67,99.031,0.097,117.353,134.499,1.578,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV314,39.0,78,84.5,5.76,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,60.339,91.0,7.173,60.339,90.875,0.1,108.099,124.174,1.531,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV315,46.5,93,100.75,6.43,132.96,105.917,11.625,133.35,105.797,24.872,139.29,186.0,73.141,108.499,8.024,73.141,108.371,0.093,127.551,147.066,1.551,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV316,38.5,77,83.417,5.74,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,60.002,89.84,7.164,60.002,89.708,0.1,106.853,124.116,1.548,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV317,42.0,84,91.0,6.11,120.09,95.667,10.5,120.45,95.559,22.465,125.811,168.0,65.202,97.994,7.624,65.202,97.863,0.097,116.077,134.231,1.578,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV318,44.0,88,95.333,6.36,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,70.072,102.668,7.926,70.072,102.533,0.096,121.536,144.099,1.565,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV319,32.0,64,69.333,5.05,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,50.742,74.667,6.305,50.742,74.535,0.118,89.692,107.638,1.57,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV320,38.0,76,82.333,5.89,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,59.465,88.672,7.355,59.465,88.53,0.11,106.211,124.04,1.88,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV321,46.0,92,99.667,6.64,131.53,104.778,11.5,131.92,104.659,24.605,137.793,184.0,73.455,107.335,8.277,73.455,107.19,0.097,127.055,148.248,1.638,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV322,41.5,83,89.917,6.11,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,64.755,96.838,7.616,64.755,96.697,0.103,114.942,134.258,1.582,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV323,49.5,99,107.25,6.75,141.54,112.75,12.375,141.95,112.623,26.477,148.277,198.0,80.047,115.513,8.414,80.047,115.388,0.088,135.519,156.226,1.736,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV324,38.0,76,82.333,5.66,108.66,86.556,9.5,108.98,86.458,20.326,113.829,152.0,60.197,88.668,7.051,60.197,88.542,0.103,105.437,123.676,1.579,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV325,42.5,85,92.083,6.06,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,64.373,99.161,7.558,64.373,99.029,0.098,117.108,132.78,1.565,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV326,50.0,100,108.333,6.94,142.97,113.889,12.5,143.39,113.76,26.745,149.775,200.0,80.702,116.668,8.655,80.702,116.529,0.092,137.3,156.811,1.56,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV327,43.5,87,94.25,6.21,124.38,99.083,10.875,124.75,98.971,23.268,130.304,174.0,69.887,101.505,7.744,69.887,101.378,0.094,119.944,136.902,1.55,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV328,47.5,95,102.917,6.78,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,73.251,110.814,8.459,73.251,110.675,0.093,130.965,151.069,1.573,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV329,36.5,73,79.083,5.63,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,58.094,85.164,7.019,58.094,85.034,0.112,101.906,118.639,1.611,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV330,32.5,65,70.417,5.03,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,50.538,75.837,6.281,50.538,75.708,0.114,90.811,105.017,1.907,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV331,36.5,73,79.083,5.38,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,57.578,85.161,6.704,57.578,85.035,0.1,101.083,118.796,1.539,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV332,36.5,73,79.083,5.2,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,57.754,85.168,6.494,57.754,85.056,0.1,100.637,115.105,1.989,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV333,41.0,82,88.833,5.99,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,63.321,95.665,7.483,63.321,95.533,0.102,113.497,131.905,1.533,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV334,44.0,88,95.333,6.29,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,70.122,102.674,7.838,70.122,102.544,0.097,121.331,142.98,1.972,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV335,41.0,82,88.833,5.81,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,63.949,95.669,7.234,63.949,95.565,0.091,112.879,130.83,1.681,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV336,37.5,75,81.25,5.23,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,60.541,87.498,6.519,60.541,87.392,0.095,102.977,119.974,1.577,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV337,37.5,75,81.25,5.6,107.23,85.417,9.375,107.54,85.32,20.058,112.331,150.0,58.193,87.515,6.987,58.193,87.384,0.105,104.17,120.969,1.534,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV338,35.5,71,76.917,5.4,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,54.529,82.831,6.75,54.529,82.698,0.109,98.928,115.335,1.527,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV339,37.0,74,80.167,5.5,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,58.595,86.335,6.863,58.595,86.201,0.108,102.71,118.938,1.558,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV340,41.0,82,88.833,5.8,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,64.808,95.658,7.234,64.808,95.533,0.1,112.871,133.739,1.547,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV341,34.5,69,74.75,5.4,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,53.449,80.507,6.743,53.449,80.37,0.112,96.578,112.584,1.556,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV342,28.5,57,61.75,4.35,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,45.226,66.494,5.428,45.226,66.38,0.118,79.432,91.102,1.642,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV343,39.5,79,85.583,6.07,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,56.898,92.147,7.569,56.898,92.007,0.108,110.207,125.642,1.596,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV344,42.5,85,92.083,5.98,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,67.895,99.171,7.468,67.895,99.041,0.097,116.937,134.129,1.609,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV345,33.5,67,72.583,4.89,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,52.614,78.153,6.101,52.614,78.046,0.102,92.693,110.244,1.949,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV346,26.5,53,57.417,4.05,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,42.037,61.836,5.054,42.037,61.729,0.112,73.89,86.526,1.574,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV347,41.5,83,89.917,6.17,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,65.489,96.835,7.694,65.489,96.683,0.108,115.15,136.352,1.58,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV348,47.0,94,101.833,6.75,134.39,107.056,11.75,134.78,106.935,25.14,140.788,188.0,73.467,109.653,8.409,73.467,109.515,0.096,129.632,149.461,1.87,2.0,2.0,triangular,1000000
Set 2.2 AD (mid SP)_EV349,38.5,77,83.417,5.66,110.09,87.694,9.625,110.41,87.595,20.593,115.326,154.0,60.188,89.834,7.062,60.188,89.715,0.101,106.648,124.807,2.015,2.0,2.0,triangular,1000000
