Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 2.1 AD (low SP)_EV235,20.5,41,44.417,4.58,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,26.969,47.83,5.707,26.969,47.674,0.146,61.468,73.594,1.604,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV236,18.0,36,39.0,3.84,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,22.978,42.062,4.725,22.978,41.91,0.171,53.473,65.012,1.804,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV237,22.0,44,47.667,4.62,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,28.445,51.334,5.77,28.445,51.186,0.139,65.122,78.265,1.635,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV238,17.5,35,37.917,3.9,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.957,41.259,4.763,22.957,41.121,0.151,52.646,61.573,1.951,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV239,16.0,32,34.667,3.84,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,22.88,38.086,4.313,22.88,37.834,0.299,48.886,59.336,2.272,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV240,15.0,30,32.5,3.66,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,18.993,35.039,4.51,18.993,34.844,0.21,45.917,54.687,1.737,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV241,15.5,31,33.583,3.51,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.619,36.177,4.355,20.619,36.045,0.169,46.644,56.186,1.901,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV242,19.0,38,41.167,4.29,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,26.276,44.889,5.002,26.276,44.699,0.21,57.152,68.56,2.551,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV243,18.5,37,40.083,4.38,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,24.444,43.221,5.389,24.444,43.02,0.205,56.264,67.583,1.578,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV244,14.0,28,30.333,3.67,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,22.896,36.178,3.528,22.896,36.051,0.195,44.832,52.117,1.806,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV245,13.0,26,28.167,3.3,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,17.782,31.178,3.768,17.782,30.964,0.258,40.376,47.454,1.604,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV246,19.5,39,42.25,4.35,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,26.488,45.684,5.273,26.488,45.492,0.197,58.502,70.876,2.18,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV247,13.5,27,29.25,3.61,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,16.717,31.626,4.398,16.717,31.427,0.231,42.307,50.751,1.603,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV248,9.5,19,20.583,2.51,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,13.169,22.391,2.91,13.169,22.161,0.349,29.62,35.059,1.672,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV249,20.0,40,43.333,4.2,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,27.549,46.717,5.168,27.549,46.555,0.177,59.162,71.069,2.069,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV250,14.5,29,31.417,3.58,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,21.339,34.863,3.899,21.339,34.664,0.273,44.596,52.395,2.424,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV251,20.0,40,43.333,4.33,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,27.711,47.241,5.217,27.711,47.088,0.161,59.75,72.077,2.402,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV252,23.5,47,50.917,5.07,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,30.879,54.849,6.298,30.879,54.688,0.147,69.964,84.003,2.299,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV253,24.5,49,53.083,5.24,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,37.631,60.19,5.956,37.631,60.021,0.149,74.479,88.718,7.984,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV254,17.5,35,37.917,4.01,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.461,40.913,4.944,23.461,40.749,0.178,52.807,63.251,1.718,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV255,17.0,34,36.833,4.08,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,23.1,39.714,5.022,23.1,39.525,0.208,51.806,61.505,1.86,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV256,16.5,33,35.75,3.77,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,21.753,38.523,4.653,21.753,38.367,0.19,49.754,59.477,1.935,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV257,17.0,34,36.833,3.76,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,23.099,39.679,4.673,23.099,39.54,0.164,50.857,61.156,2.137,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV258,15.0,30,32.5,3.35,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.44,35.064,4.12,20.44,34.922,0.181,44.988,53.977,1.905,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV259,19.0,38,41.167,4.17,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.838,45.082,5.017,25.838,44.945,0.15,57.113,66.791,1.981,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV260,14.0,28,30.333,4.05,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,20.397,33.95,4.07,20.397,33.583,0.473,44.779,53.299,1.814,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV261,12.0,24,26.0,2.87,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,17.379,28.421,3.272,17.379,28.253,0.276,36.591,43.718,1.681,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV262,15.5,31,33.583,3.86,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.406,37.259,4.519,20.406,37.106,0.175,48.083,57.934,1.993,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV263,25.0,50,54.167,5.33,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,32.995,58.333,6.647,32.995,58.17,0.137,74.256,87.775,1.684,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV264,17.0,34,36.833,4.11,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,22.054,39.82,5.087,22.054,39.659,0.165,52.003,62.77,1.713,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV265,21.5,43,46.583,4.68,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,33.793,52.99,5.028,33.793,52.819,0.178,65.223,77.048,7.124,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV266,14.5,29,31.417,3.51,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,21.186,35.338,3.877,21.186,35.198,0.187,44.689,52.365,2.041,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV267,16.0,32,34.667,3.39,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.597,37.657,4.057,21.597,37.535,0.165,47.463,56.514,1.702,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV268,15.0,30,32.5,3.3,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.943,35.585,4.042,19.943,35.488,0.127,45.226,54.583,1.617,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV269,22.0,44,47.667,4.73,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,29.27,51.329,5.9,29.27,51.184,0.14,65.482,78.02,2.149,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV270,19.5,39,42.25,4.38,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.535,45.567,5.416,25.535,45.409,0.161,58.563,69.384,1.753,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV271,16.0,32,34.667,3.71,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,19.822,37.341,4.607,19.822,37.205,0.171,48.425,58.135,1.76,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV272,22.5,45,48.75,4.66,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,28.772,52.495,5.806,28.772,52.36,0.133,66.375,78.31,1.627,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV273,13.5,27,29.25,3.11,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,19.216,31.985,3.541,19.216,31.802,0.264,40.804,48.137,1.746,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV274,19.0,38,41.167,4.11,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,24.736,44.344,5.118,24.736,44.208,0.145,56.616,67.741,1.713,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV275,17.0,34,36.833,3.95,48.61,38.722,4.25,48.75,38.678,9.093,50.923,68.0,23.421,39.946,4.772,23.421,39.778,0.19,51.492,63.12,1.894,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV276,18.0,36,39.0,4.2,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,27.485,44.334,4.445,27.485,44.175,0.193,55.199,66.542,2.387,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV277,20.0,40,43.333,4.32,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,26.227,46.669,5.378,26.227,46.528,0.143,59.54,72.774,1.589,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV278,20.0,40,43.333,4.3,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,27.015,46.664,5.364,27.015,46.537,0.137,59.526,70.265,1.677,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV279,14.5,29,31.417,3.11,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.491,34.16,3.73,19.491,34.03,0.187,43.195,52.753,1.781,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV280,25.0,50,54.167,5.26,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,32.675,58.334,6.55,32.675,58.188,0.127,74.013,88.789,1.672,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV281,24.0,48,52.0,5.0,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,38.855,58.877,5.3,38.855,58.708,0.18,71.783,85.83,7.204,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV282,14.5,29,31.417,3.75,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.274,35.051,4.547,19.274,34.888,0.186,45.966,54.604,1.787,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV283,18.0,36,39.0,4.05,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.71,42.003,5.033,23.71,41.849,0.161,54.061,63.991,1.658,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV284,14.0,28,30.333,3.32,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,21.096,35.437,3.617,21.096,35.286,0.219,44.304,52.166,1.986,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV285,13.5,27,29.25,3.31,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,17.995,32.317,3.931,17.995,32.224,0.13,41.588,48.728,1.685,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV286,22.0,44,47.667,4.85,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,27.514,51.324,6.048,27.514,51.17,0.141,65.817,78.982,1.873,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV287,14.0,28,30.333,3.55,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,21.051,34.979,3.651,21.051,34.824,0.23,43.993,52.162,2.218,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV288,21.0,42,45.5,4.44,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,28.222,49.0,5.546,28.222,48.854,0.138,62.263,74.739,2.148,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV289,20.5,41,44.417,4.53,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,28.053,47.878,5.607,28.053,47.705,0.172,61.353,72.642,2.287,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV290,24.0,48,52.0,5.3,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,31.007,56.042,6.589,31.007,55.867,0.146,71.864,86.077,1.679,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV291,17.5,35,37.917,4.05,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.473,41.177,4.907,23.473,41.024,0.165,52.926,62.388,1.892,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV292,22.5,45,48.75,4.85,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,29.041,52.507,6.053,29.041,52.363,0.137,66.984,81.002,2.05,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV293,15.0,30,32.5,3.16,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,23.489,37.758,3.714,23.489,37.59,0.259,47.093,55.984,2.076,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV294,24.0,48,52.0,5.0,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,34.236,57.0,5.848,34.236,56.841,0.158,71.096,84.489,8.498,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV295,21.5,43,46.583,4.72,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,28.207,50.185,5.879,28.207,50.03,0.149,64.3,77.092,1.87,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV296,24.0,48,52.0,5.01,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,32.237,56.011,6.25,32.237,55.864,0.131,70.954,83.906,1.663,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV297,20.0,40,43.333,4.29,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,26.723,46.724,5.305,26.723,46.574,0.153,59.493,71.263,1.645,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV298,12.0,24,26.0,2.74,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,16.603,28.058,3.343,16.603,27.908,0.236,36.196,43.3,1.618,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV299,23.5,47,50.917,4.91,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,29.185,54.828,6.115,29.185,54.681,0.132,69.448,81.581,1.72,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV300,18.0,36,39.0,4.05,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.471,42.002,5.042,23.471,41.858,0.153,54.055,64.309,1.593,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV301,16.0,32,34.667,3.62,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.334,37.332,4.524,21.334,37.185,0.164,48.147,58.141,1.539,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV302,14.0,28,30.333,3.48,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,17.313,32.663,4.341,17.313,32.506,0.18,43.034,52.028,1.611,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV303,13.5,27,29.25,3.23,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,16.757,31.503,4.028,16.757,31.379,0.162,41.153,49.079,1.602,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV304,21.0,42,45.5,4.76,60.05,47.833,5.25,60.22,47.779,11.233,62.905,84.0,26.792,49.006,5.938,26.792,48.841,0.15,63.254,76.358,1.539,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV305,14.5,29,31.417,3.13,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,18.905,33.831,3.903,18.905,33.719,0.156,43.179,52.087,1.596,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV306,15.5,31,33.583,3.53,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,19.974,36.164,4.402,19.974,36.031,0.163,46.698,55.542,1.54,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV307,12.0,24,26.0,3.02,34.31,27.333,3.0,34.41,27.302,6.419,35.946,48.0,15.703,28.079,3.677,15.703,27.84,0.265,36.903,43.388,1.696,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV308,16.5,33,35.75,3.91,47.18,37.583,4.125,47.32,37.541,8.826,49.426,66.0,21.5,38.499,4.88,21.5,38.338,0.17,50.189,58.981,1.586,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV309,15.0,30,32.5,3.32,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,20.986,35.329,3.992,20.986,35.206,0.163,44.927,52.845,1.715,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV310,18.5,37,40.083,4.24,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,23.774,43.165,5.282,23.774,43.009,0.156,55.824,66.757,1.55,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV311,17.5,35,37.917,4.01,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.476,40.828,5.0,23.476,40.676,0.163,52.818,64.365,1.599,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV312,15.5,31,33.583,3.46,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.435,36.166,4.308,20.435,36.044,0.151,46.479,56.085,1.542,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV313,17.5,35,37.917,3.9,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.93,40.835,4.862,22.93,40.7,0.153,52.47,62.003,1.553,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV314,11.0,22,23.833,2.62,31.45,25.056,2.75,31.55,25.027,5.884,32.95,44.0,16.631,27.246,2.98,16.631,27.127,0.214,34.583,39.843,1.582,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV315,16.0,32,34.667,3.57,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.477,37.347,4.439,21.477,37.205,0.173,48.012,57.372,1.602,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV316,15.0,30,32.5,3.61,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.818,35.056,4.437,19.818,34.902,0.184,45.744,55.902,1.589,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV317,15.5,31,33.583,3.42,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.986,36.172,4.251,20.986,36.055,0.157,46.375,55.675,1.617,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV318,18.0,36,39.0,3.89,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,23.2,42.007,4.845,23.2,41.874,0.147,53.612,65.574,1.694,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV319,21.5,43,46.583,4.6,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,28.603,50.165,5.748,28.603,50.011,0.141,63.9,77.093,1.621,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV320,17.5,35,37.917,3.86,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.084,40.842,4.814,23.084,40.725,0.142,52.343,64.419,1.66,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV321,17.5,35,37.917,3.83,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,23.059,40.837,4.784,23.059,40.699,0.151,52.288,61.296,1.567,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV322,19.5,39,42.25,4.21,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,24.731,45.494,5.245,24.731,45.35,0.145,58.051,69.242,1.579,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV323,14.0,28,30.333,3.34,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,18.18,32.667,4.161,18.18,32.527,0.172,42.637,50.87,1.625,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV324,16.0,32,34.667,3.55,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,20.829,37.343,4.429,20.829,37.198,0.158,47.894,57.905,1.598,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV325,13.0,26,28.167,2.76,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,17.386,30.372,3.405,17.386,30.266,0.167,38.577,46.327,1.62,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV326,15.0,30,32.5,3.41,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.899,35.004,4.244,19.899,34.875,0.16,45.177,54.217,1.554,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV327,18.5,37,40.083,4.24,52.9,42.139,4.625,53.05,42.091,9.896,55.417,74.0,22.318,43.162,5.277,22.318,43.011,0.154,55.768,66.341,1.615,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV328,9.5,19,20.583,2.14,27.16,21.639,2.375,27.24,21.614,5.081,28.457,38.0,14.847,23.78,2.401,14.847,23.706,0.164,29.567,34.238,1.612,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV329,13.5,27,29.25,3.17,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,18.112,31.533,3.905,18.112,31.361,0.215,40.953,49.253,1.649,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV330,19.0,38,41.167,4.09,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,24.361,44.329,5.106,24.361,44.198,0.139,56.525,67.587,1.59,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV331,23.0,46,49.833,5.11,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,29.661,53.671,6.367,29.661,53.509,0.141,68.886,81.516,1.624,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV332,20.0,40,43.333,4.39,57.19,45.556,5.0,57.36,45.504,10.698,59.91,80.0,26.112,46.67,5.472,26.112,46.525,0.148,59.777,71.14,1.665,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV333,13.0,26,28.167,3.12,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,17.176,30.44,3.847,17.176,30.253,0.207,39.576,46.549,1.576,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV334,19.5,39,42.25,4.38,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,25.607,45.496,5.462,25.607,45.342,0.15,58.587,69.765,1.57,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV335,13.5,27,29.25,2.95,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,18.275,31.507,3.669,18.275,31.404,0.161,40.33,48.597,1.601,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV336,14.5,29,31.417,3.54,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,17.819,33.836,4.419,17.819,33.689,0.172,44.411,52.314,1.615,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV337,13.0,26,28.167,3.02,37.17,29.611,3.25,37.28,29.578,6.954,38.941,52.0,16.923,30.338,3.767,16.923,30.215,0.169,39.352,46.441,1.6,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV338,15.5,31,33.583,3.54,44.32,35.306,3.875,44.45,35.266,8.291,46.43,62.0,20.333,36.18,4.406,20.333,36.045,0.168,46.727,55.26,1.586,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV339,14.5,29,31.417,3.44,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.04,33.831,4.278,19.04,33.672,0.182,44.065,51.58,1.577,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV340,19.0,38,41.167,3.97,54.33,43.278,4.75,54.49,43.229,10.163,56.914,76.0,25.746,44.334,4.953,25.746,44.209,0.136,56.19,67.684,1.556,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV341,20.5,41,44.417,4.63,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,26.508,47.823,5.775,26.508,47.663,0.149,61.642,74.5,1.594,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV342,17.5,35,37.917,4.05,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,21.612,40.835,5.057,21.612,40.678,0.166,52.941,65.08,1.604,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV343,15.0,30,32.5,3.39,42.89,34.167,3.75,43.02,34.128,8.023,44.932,60.0,19.545,34.999,4.225,19.545,34.877,0.152,45.121,53.866,1.601,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV344,23.5,47,50.917,4.88,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,30.6,54.836,6.084,30.6,54.696,0.128,69.349,82.032,1.636,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV345,16.0,32,34.667,3.66,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.002,37.337,4.562,21.002,37.197,0.162,48.252,58.43,1.572,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV346,14.5,29,31.417,3.46,41.46,33.028,3.625,41.58,32.99,7.756,43.435,58.0,19.073,33.832,4.307,19.073,33.677,0.174,44.1,52.252,1.624,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV347,13.5,27,29.25,3.78,38.6,30.75,3.375,38.71,30.715,7.221,40.439,54.0,16.367,31.74,4.541,16.367,31.53,0.241,42.816,50.555,1.582,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV348,16.0,32,34.667,3.86,45.75,36.444,4.0,45.88,36.403,8.558,47.928,64.0,21.294,37.326,4.809,21.294,37.174,0.168,48.838,58.4,1.589,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV349,14.0,28,30.333,3.1,40.03,31.889,3.5,40.15,31.853,7.488,41.937,56.0,18.939,33.197,3.666,18.939,33.106,0.143,41.982,49.605,1.62,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV350,10.5,21,22.75,2.46,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,14.094,24.743,2.97,14.094,24.655,0.164,31.879,37.788,1.6,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV351,17.5,35,37.917,4.05,50.04,39.861,4.375,50.19,39.816,9.361,52.421,70.0,22.699,40.828,5.056,22.699,40.674,0.162,52.933,62.511,1.58,2.0,2.0,triangular,1000000
Set 2.1 AD (low SP)_EV352,10.5,21,22.75,2.44,30.02,23.917,2.625,30.11,23.89,5.616,31.453,42.0,13.132,24.524,3.009,13.132,24.392,0.209,31.761,37.412,1.685,2.0,2.0,triangular,1000000
