Filepath,Optimistic,CPM,PERT,PERT SD,PERT (99%),BB/2 Mean,BB/2 SD,BB/2 (99%),Lognormal Mean,Lognormal SD,Lognormal (99%),Pessimistic,Sim Min,Sim Mean,Sim SD,Sim Mode,Sim Median,Sim Skewness,Sim 99%,Sim Max,Sim Time (Seconds),a = ml / ,b = ml * ,Activity Distribution,Number of Simulations
Set 1 SP_EV249,32.0,64,69.333,5.65,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,49.254,76.008,6.763,49.254,75.864,0.125,92.22,109.764,23.961,2.0,2.0,triangular,1000000
Set 1 SP_EV250,25.5,51,55.25,4.55,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,41.899,62.46,5.131,41.899,62.308,0.153,74.786,85.63,15.096,2.0,2.0,triangular,1000000
Set 1 SP_EV251,25.5,51,55.25,4.67,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,37.188,60.593,5.755,37.188,60.435,0.15,74.407,86.16,7.046,2.0,2.0,triangular,1000000
Set 1 SP_EV252,34.0,68,73.667,5.87,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,51.684,80.243,6.9,51.684,80.059,0.151,96.904,114.231,9.308,2.0,2.0,triangular,1000000
Set 1 SP_EV253,23.0,46,49.833,4.62,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,34.196,55.424,5.484,34.196,55.272,0.154,68.579,80.08,3.772,2.0,2.0,triangular,1000000
Set 1 SP_EV254,24.0,48,52.0,4.61,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,38.797,59.148,4.993,38.797,58.97,0.194,71.371,85.505,11.559,2.0,2.0,triangular,1000000
Set 1 SP_EV255,26.5,53,57.417,4.66,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,38.485,61.835,5.803,38.485,61.726,0.108,75.667,89.059,2.234,2.0,2.0,triangular,1000000
Set 1 SP_EV256,23.0,46,49.833,4.37,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,32.066,53.663,5.453,32.066,53.547,0.122,66.684,80.099,1.587,2.0,2.0,triangular,1000000
Set 1 SP_EV257,23.5,47,50.917,4.44,67.2,53.528,5.875,67.39,53.467,12.57,70.394,94.0,36.356,56.145,4.852,36.356,55.944,0.227,68.156,79.403,7.015,2.0,2.0,triangular,1000000
Set 1 SP_EV258,19.5,39,42.25,3.93,55.76,44.417,4.875,55.92,44.366,10.43,58.412,78.0,29.278,47.086,4.367,29.278,46.981,0.144,57.615,67.821,7.421,2.0,2.0,triangular,1000000
Set 1 SP_EV259,24.5,49,53.083,4.82,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,35.641,57.568,5.893,35.641,57.393,0.161,71.776,84.675,11.705,2.0,2.0,triangular,1000000
Set 1 SP_EV260,30.0,60,65.0,5.42,85.78,68.333,7.5,86.03,68.256,16.047,89.865,120.0,43.939,70.004,6.767,43.939,69.852,0.125,86.178,102.387,1.51,2.0,2.0,triangular,1000000
Set 1 SP_EV261,28.5,57,61.75,5.08,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,42.115,66.601,6.242,42.115,66.423,0.158,81.642,95.738,3.108,2.0,2.0,triangular,1000000
Set 1 SP_EV262,28.5,57,61.75,5.3,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,41.046,66.511,6.602,41.046,66.361,0.125,82.321,97.342,2.022,2.0,2.0,triangular,1000000
Set 1 SP_EV263,21.5,43,46.583,4.51,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,30.349,50.702,5.572,30.349,50.543,0.156,64.03,76.044,3.246,2.0,2.0,triangular,1000000
Set 1 SP_EV264,20.5,41,44.417,4.34,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,30.702,50.045,5.005,30.702,49.909,0.143,62.032,74.67,2.035,2.0,2.0,triangular,1000000
Set 1 SP_EV265,25.5,51,55.25,4.72,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,36.935,59.521,5.869,36.935,59.378,0.135,73.57,86.929,1.764,2.0,2.0,triangular,1000000
Set 1 SP_EV266,22.0,44,47.667,4.3,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,32.433,52.364,5.179,32.433,52.252,0.127,64.74,75.553,2.732,2.0,2.0,triangular,1000000
Set 1 SP_EV267,26.5,53,57.417,4.84,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,38.276,62.456,5.962,38.276,62.33,0.12,76.674,89.849,2.069,2.0,2.0,triangular,1000000
Set 1 SP_EV268,23.0,46,49.833,4.3,65.77,52.389,5.75,65.96,52.33,12.303,68.896,92.0,33.646,54.0,5.182,33.646,53.849,0.157,66.504,79.791,3.71,2.0,2.0,triangular,1000000
Set 1 SP_EV269,22.5,45,48.75,4.74,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,36.538,55.725,5.055,36.538,55.559,0.187,68.03,78.814,10.914,2.0,2.0,triangular,1000000
Set 1 SP_EV270,21.5,43,46.583,4.16,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,31.731,50.593,4.983,31.731,50.423,0.186,62.662,74.083,3.159,2.0,2.0,triangular,1000000
Set 1 SP_EV271,22.5,45,48.75,4.91,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,34.767,54.877,5.435,34.767,54.681,0.202,68.194,81.382,4.379,2.0,2.0,triangular,1000000
Set 1 SP_EV272,18.0,36,39.0,3.86,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,28.524,44.302,4.189,28.524,44.151,0.189,54.456,63.85,6.197,2.0,2.0,triangular,1000000
Set 1 SP_EV273,18.0,36,39.0,3.64,51.47,41.0,4.5,51.62,40.954,9.628,53.919,72.0,26.761,42.6,4.248,26.761,42.443,0.193,52.923,62.381,2.436,2.0,2.0,triangular,1000000
Set 1 SP_EV274,25.5,51,55.25,5.23,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,33.851,59.603,6.479,33.851,59.44,0.143,75.148,89.177,1.846,2.0,2.0,triangular,1000000
Set 1 SP_EV275,29.5,59,63.917,5.27,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,45.598,70.018,6.293,45.598,69.872,0.131,85.103,100.139,17.192,2.0,2.0,triangular,1000000
Set 1 SP_EV276,20.5,41,44.417,3.82,58.62,46.694,5.125,58.79,46.642,10.965,61.408,82.0,28.217,47.839,4.741,28.217,47.725,0.133,59.173,70.341,3.106,2.0,2.0,triangular,1000000
Set 1 SP_EV277,22.5,45,48.75,4.37,64.34,51.25,5.625,64.52,51.192,12.035,67.399,90.0,34.856,54.597,4.891,34.856,54.436,0.175,66.399,78.864,5.371,2.0,2.0,triangular,1000000
Set 1 SP_EV278,26.5,53,57.417,5.17,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,42.443,64.764,5.667,42.443,64.603,0.149,78.45,91.4,6.753,2.0,2.0,triangular,1000000
Set 1 SP_EV279,32.0,64,69.333,5.53,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,47.84,74.668,6.897,47.84,74.528,0.111,91.077,107.014,1.689,2.0,2.0,triangular,1000000
Set 1 SP_EV280,27.0,54,58.5,5.26,77.2,61.5,6.75,77.43,61.431,14.442,80.878,108.0,41.129,64.73,6.112,41.129,64.533,0.18,79.507,93.584,8.301,2.0,2.0,triangular,1000000
Set 1 SP_EV281,26.5,53,57.417,4.74,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,39.603,61.847,5.91,39.603,61.73,0.115,75.933,91.161,2.762,2.0,2.0,triangular,1000000
Set 1 SP_EV282,22.0,44,47.667,4.18,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,33.228,53.279,4.92,33.228,53.145,0.142,65.03,76.136,5.446,2.0,2.0,triangular,1000000
Set 1 SP_EV283,25.5,51,55.25,4.79,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,38.324,60.173,5.665,38.324,59.996,0.17,73.914,87.276,3.471,2.0,2.0,triangular,1000000
Set 1 SP_EV284,32.0,64,69.333,5.48,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,50.316,76.096,6.394,50.316,75.949,0.138,91.496,106.513,19.029,2.0,2.0,triangular,1000000
Set 1 SP_EV285,26.0,52,56.333,4.89,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,35.989,60.673,6.107,35.989,60.521,0.131,75.264,87.739,2.401,2.0,2.0,triangular,1000000
Set 1 SP_EV286,30.5,61,66.083,5.27,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,46.17,71.677,6.401,46.17,71.527,0.131,87.031,102.972,5.513,2.0,2.0,triangular,1000000
Set 1 SP_EV287,21.5,43,46.583,4.31,61.48,48.972,5.375,61.66,48.917,11.5,64.403,86.0,30.873,50.224,5.322,30.873,50.059,0.165,63.04,74.277,2.456,2.0,2.0,triangular,1000000
Set 1 SP_EV288,25.5,51,55.25,4.63,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,38.109,60.443,5.549,38.109,60.325,0.122,73.698,85.825,4.31,2.0,2.0,triangular,1000000
Set 1 SP_EV289,28.0,56,60.667,5.2,80.06,63.778,7.0,80.3,63.706,14.977,83.874,112.0,41.134,65.444,6.424,41.134,65.297,0.129,80.829,96.423,2.731,2.0,2.0,triangular,1000000
Set 1 SP_EV290,32.5,65,70.417,5.84,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,47.782,75.867,7.241,47.782,75.698,0.135,93.237,109.941,5.069,2.0,2.0,triangular,1000000
Set 1 SP_EV291,22.0,44,47.667,4.54,62.91,50.111,5.5,63.09,50.054,11.768,65.901,88.0,30.443,51.422,5.569,30.443,51.228,0.185,64.888,78.497,3.514,2.0,2.0,triangular,1000000
Set 1 SP_EV292,24.5,49,53.083,4.76,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,37.046,59.23,5.557,37.046,59.096,0.13,72.496,83.947,12.56,2.0,2.0,triangular,1000000
Set 1 SP_EV293,31.5,63,68.25,5.83,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,51.789,77.487,6.32,51.789,77.291,0.172,92.876,107.898,43.561,2.0,2.0,triangular,1000000
Set 1 SP_EV294,24.0,48,52.0,4.46,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,33.858,56.011,5.545,33.858,55.876,0.131,69.261,81.543,2.162,2.0,2.0,triangular,1000000
Set 1 SP_EV295,30.0,60,65.0,5.45,85.78,68.333,7.5,86.03,68.256,16.047,89.865,120.0,46.054,71.833,6.487,46.054,71.689,0.122,87.364,99.959,8.198,2.0,2.0,triangular,1000000
Set 1 SP_EV296,24.0,48,52.0,4.92,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,35.94,57.968,5.509,35.94,57.816,0.157,71.254,85.373,14.189,2.0,2.0,triangular,1000000
Set 1 SP_EV297,24.0,48,52.0,4.49,68.62,54.667,6.0,68.83,54.605,12.837,71.892,96.0,34.468,55.994,5.6,34.468,55.858,0.129,69.386,80.355,2.126,2.0,2.0,triangular,1000000
Set 1 SP_EV298,37.0,74,80.167,6.34,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,54.971,86.914,7.769,54.971,86.75,0.117,105.495,124.962,8.574,2.0,2.0,triangular,1000000
Set 1 SP_EV299,25.5,51,55.25,4.87,72.91,58.083,6.375,73.13,58.018,13.64,76.385,102.0,38.539,61.282,5.739,38.539,61.153,0.122,74.979,87.754,2.816,2.0,2.0,triangular,1000000
Set 1 SP_EV300,26.0,52,56.333,5.23,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,41.264,63.94,5.665,41.264,63.739,0.199,77.823,92.777,12.551,2.0,2.0,triangular,1000000
Set 1 SP_EV301,34.5,69,74.75,5.53,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,54.908,81.691,6.679,54.908,81.556,0.119,97.618,115.919,12.933,2.0,2.0,triangular,1000000
Set 1 SP_EV302,29.5,59,63.917,5.45,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,48.159,71.225,6.053,48.159,71.073,0.139,85.807,102.195,17.092,2.0,2.0,triangular,1000000
Set 1 SP_EV303,36.0,72,78.0,5.91,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,51.298,84.759,7.186,51.298,84.624,0.115,101.96,117.829,11.936,2.0,2.0,triangular,1000000
Set 1 SP_EV304,28.0,56,60.667,5.0,80.06,63.778,7.0,80.3,63.706,14.977,83.874,112.0,43.231,67.041,6.052,43.231,66.882,0.152,81.617,97.147,3.174,2.0,2.0,triangular,1000000
Set 1 SP_EV305,40.0,80,86.667,6.29,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,60.331,93.326,7.852,60.331,93.182,0.107,112.06,130.516,3.068,2.0,2.0,triangular,1000000
Set 1 SP_EV306,36.5,73,79.083,5.74,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,55.178,85.156,7.161,55.178,85.022,0.106,102.203,121.875,3.05,2.0,2.0,triangular,1000000
Set 1 SP_EV307,32.5,65,70.417,5.48,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,48.727,76.322,6.714,48.727,76.191,0.109,92.357,108.123,2.56,2.0,2.0,triangular,1000000
Set 1 SP_EV308,34.5,69,74.75,5.93,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,54.427,81.772,7.066,54.427,81.611,0.131,98.711,114.405,66.61,2.0,2.0,triangular,1000000
Set 1 SP_EV309,29.5,59,63.917,4.92,84.35,67.194,7.375,84.6,67.119,15.779,88.367,118.0,47.512,69.871,5.726,47.512,69.705,0.162,83.736,97.852,5.535,2.0,2.0,triangular,1000000
Set 1 SP_EV310,36.5,73,79.083,5.93,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,54.844,85.435,7.28,54.844,85.273,0.117,102.806,122.568,12.692,2.0,2.0,triangular,1000000
Set 1 SP_EV311,33.5,67,72.583,5.38,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,50.5,78.171,6.718,50.5,78.042,0.111,94.211,111.349,1.582,2.0,2.0,triangular,1000000
Set 1 SP_EV312,25.0,50,54.167,4.26,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,37.615,58.451,5.232,37.615,58.319,0.142,71.018,82.93,5.737,2.0,2.0,triangular,1000000
Set 1 SP_EV313,34.0,68,73.667,5.44,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,51.39,80.001,6.754,51.39,79.873,0.111,96.104,111.371,3.345,2.0,2.0,triangular,1000000
Set 1 SP_EV314,41.0,82,88.833,6.55,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,62.404,96.142,8.042,62.404,95.995,0.111,115.367,133.898,5.871,2.0,2.0,triangular,1000000
Set 1 SP_EV315,26.0,52,56.333,4.32,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,41.241,61.122,5.195,41.241,60.992,0.139,73.619,86.159,4.258,2.0,2.0,triangular,1000000
Set 1 SP_EV316,36.5,73,79.083,5.7,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,56.331,85.169,7.099,56.331,85.037,0.103,102.09,117.045,2.651,2.0,2.0,triangular,1000000
Set 1 SP_EV317,28.5,57,61.75,4.78,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,44.809,67.077,5.701,44.809,66.923,0.144,80.777,94.577,4.546,2.0,2.0,triangular,1000000
Set 1 SP_EV318,32.5,65,70.417,5.43,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,47.053,76.128,6.658,47.053,75.974,0.128,92.087,109.178,5.41,2.0,2.0,triangular,1000000
Set 1 SP_EV319,36.5,73,79.083,6.03,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,55.874,85.379,7.427,55.874,85.227,0.122,103.163,121.203,7.141,2.0,2.0,triangular,1000000
Set 1 SP_EV320,35.0,70,75.833,5.98,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,55.551,84.291,6.929,55.551,84.115,0.144,100.986,116.166,14.595,2.0,2.0,triangular,1000000
Set 1 SP_EV321,32.5,65,70.417,5.37,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,49.47,75.841,6.687,49.47,75.705,0.113,91.806,105.798,1.702,2.0,2.0,triangular,1000000
Set 1 SP_EV322,44.0,88,95.333,6.68,125.81,100.222,11.0,126.18,100.109,23.535,131.802,176.0,66.545,103.001,8.248,66.545,102.861,0.096,122.598,145.823,15.136,2.0,2.0,triangular,1000000
Set 1 SP_EV323,36.0,72,78.0,5.87,102.94,82.0,9.0,103.24,81.907,19.256,107.838,144.0,55.655,84.74,7.206,55.655,84.598,0.11,101.916,121.036,23.226,2.0,2.0,triangular,1000000
Set 1 SP_EV324,33.0,66,71.5,5.32,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,50.382,76.998,6.633,50.382,76.879,0.106,92.81,107.39,1.978,2.0,2.0,triangular,1000000
Set 1 SP_EV325,25.0,50,54.167,4.11,71.48,56.944,6.25,71.69,56.88,13.372,74.887,100.0,38.436,58.404,5.082,38.436,58.293,0.127,70.571,83.935,3.082,2.0,2.0,triangular,1000000
Set 1 SP_EV326,34.0,68,73.667,5.65,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,58.52,85.519,5.798,58.52,85.411,0.108,99.377,112.538,40.243,2.0,2.0,triangular,1000000
Set 1 SP_EV327,41.5,83,89.917,6.36,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,59.002,96.832,7.938,59.002,96.696,0.104,115.747,136.893,3.499,2.0,2.0,triangular,1000000
Set 1 SP_EV328,31.5,63,68.25,5.38,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,45.683,74.043,6.435,45.683,73.857,0.163,89.621,106.989,7.343,2.0,2.0,triangular,1000000
Set 1 SP_EV329,34.5,69,74.75,5.71,98.65,78.583,8.625,98.94,78.495,18.454,103.344,138.0,52.559,81.06,6.925,52.559,80.891,0.144,97.717,114.178,9.415,2.0,2.0,triangular,1000000
Set 1 SP_EV330,40.0,80,86.667,6.39,114.37,91.111,10.0,114.71,91.008,21.396,119.82,160.0,59.567,93.648,7.915,59.567,93.493,0.116,112.539,132.124,8.65,2.0,2.0,triangular,1000000
Set 1 SP_EV331,39.5,79,85.583,6.43,112.94,89.972,9.875,113.28,89.871,21.128,118.322,158.0,59.436,92.182,8.018,59.436,92.026,0.106,111.277,130.337,1.77,2.0,2.0,triangular,1000000
Set 1 SP_EV332,28.5,57,61.75,5.09,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,46.534,69.558,5.694,46.534,69.413,0.138,83.227,97.305,9.785,2.0,2.0,triangular,1000000
Set 1 SP_EV333,28.0,56,60.667,4.49,80.06,63.778,7.0,80.3,63.706,14.977,83.874,112.0,43.006,66.699,5.484,43.006,66.587,0.116,79.786,94.445,6.767,2.0,2.0,triangular,1000000
Set 1 SP_EV334,29.0,58,62.833,4.72,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,44.081,67.662,5.884,44.081,67.552,0.107,81.678,97.281,2.156,2.0,2.0,triangular,1000000
Set 1 SP_EV335,34.0,68,73.667,5.49,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,51.193,79.358,6.838,51.193,79.225,0.11,95.666,111.064,3.444,2.0,2.0,triangular,1000000
Set 1 SP_EV336,32.0,64,69.333,4.99,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,48.511,74.659,6.217,48.511,74.539,0.105,89.472,103.769,2.844,2.0,2.0,triangular,1000000
Set 1 SP_EV337,33.0,66,71.5,5.47,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,50.061,77.175,6.73,50.061,77.023,0.127,93.314,109.749,5.143,2.0,2.0,triangular,1000000
Set 1 SP_EV338,37.0,74,80.167,5.68,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,58.408,87.987,6.953,58.408,87.871,0.098,104.559,119.65,10.018,2.0,2.0,triangular,1000000
Set 1 SP_EV339,29.0,58,62.833,5.15,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,43.112,67.71,6.375,43.112,67.541,0.142,82.995,97.23,2.132,2.0,2.0,triangular,1000000
Set 1 SP_EV340,35.5,71,76.917,6.03,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,52.837,83.154,7.37,52.837,82.987,0.127,100.827,120.078,5.467,2.0,2.0,triangular,1000000
Set 1 SP_EV341,24.5,49,53.083,4.32,70.05,55.806,6.125,70.26,55.742,13.105,73.39,98.0,35.662,57.728,5.097,35.662,57.577,0.166,70.077,81.843,4.931,2.0,2.0,triangular,1000000
Set 1 SP_EV342,26.5,53,57.417,4.29,75.77,60.361,6.625,76.0,60.293,14.175,79.381,106.0,40.098,61.836,5.35,40.098,61.724,0.116,74.594,85.772,3.377,2.0,2.0,triangular,1000000
Set 1 SP_EV343,26.0,52,56.333,5.24,74.34,59.222,6.5,74.56,59.155,13.907,77.883,104.0,42.045,64.422,5.853,42.045,64.264,0.144,78.44,90.548,10.118,2.0,2.0,triangular,1000000
Set 1 SP_EV344,35.0,70,75.833,5.84,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,55.046,83.367,7.09,55.046,83.246,0.102,100.25,115.721,1.842,2.0,2.0,triangular,1000000
Set 1 SP_EV345,41.0,82,88.833,6.41,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,65.543,97.063,7.664,65.543,96.92,0.107,115.388,132.574,13.273,2.0,2.0,triangular,1000000
Set 1 SP_EV346,35.5,71,76.917,5.79,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,54.212,82.827,7.224,54.212,82.694,0.11,100.034,116.611,3.659,2.0,2.0,triangular,1000000
Set 1 SP_EV347,34.0,68,73.667,5.37,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,53.445,79.652,6.549,53.445,79.509,0.125,95.398,114.141,3.71,2.0,2.0,triangular,1000000
Set 1 SP_EV348,27.5,55,59.583,4.96,78.63,62.639,6.875,78.86,62.568,14.71,82.376,110.0,42.297,65.312,5.847,42.297,65.152,0.146,79.349,91.807,16.238,2.0,2.0,triangular,1000000
Set 1 SP_EV349,30.5,61,66.083,5.57,87.21,69.472,7.625,87.47,69.394,16.314,91.362,122.0,47.108,73.274,6.051,47.108,73.074,0.186,88.078,103.547,13.359,2.0,2.0,triangular,1000000
Set 1 SP_EV350,28.5,57,61.75,4.68,81.49,64.917,7.125,81.73,64.843,15.244,85.372,114.0,42.113,66.508,5.843,42.113,66.386,0.117,80.465,93.998,2.132,2.0,2.0,triangular,1000000
Set 1 SP_EV351,32.0,64,69.333,5.21,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,48.75,74.665,6.492,48.75,74.547,0.106,90.113,107.486,2.935,2.0,2.0,triangular,1000000
Set 1 SP_EV352,37.0,74,80.167,5.61,105.8,84.278,9.25,106.11,84.183,19.791,110.833,148.0,56.638,86.416,6.991,56.638,86.298,0.096,103.037,119.286,2.039,2.0,2.0,triangular,1000000
Set 1 SP_EV353,48.0,96,104.0,7.07,137.25,109.333,12.0,137.65,109.21,25.675,143.784,192.0,74.207,112.362,8.646,74.207,112.193,0.117,133.081,153.826,79.977,2.0,2.0,triangular,1000000
Set 1 SP_EV354,33.5,67,72.583,5.39,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,53.685,78.711,6.585,53.685,78.586,0.113,94.414,112.776,5.313,2.0,2.0,triangular,1000000
Set 1 SP_EV355,41.5,83,89.917,6.36,118.66,94.528,10.375,119.01,94.421,22.198,124.313,166.0,63.799,96.841,7.924,63.799,96.691,0.102,115.763,133.807,5.886,2.0,2.0,triangular,1000000
Set 1 SP_EV356,29.0,58,62.833,4.8,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,44.358,67.67,5.973,44.358,67.536,0.123,81.936,94.998,1.618,2.0,2.0,triangular,1000000
Set 1 SP_EV357,31.5,63,68.25,5.21,90.07,71.75,7.875,90.33,71.669,16.849,94.358,126.0,49.469,76.113,6.058,49.469,75.97,0.131,90.645,104.975,9.902,2.0,2.0,triangular,1000000
Set 1 SP_EV358,43.0,86,93.167,6.71,122.95,97.944,10.75,123.31,97.834,23.0,128.806,172.0,66.162,100.335,8.359,66.162,100.185,0.1,120.203,139.881,18.871,2.0,2.0,triangular,1000000
Set 1 SP_EV359,42.5,85,92.083,6.64,121.52,96.806,10.625,121.88,96.696,22.733,127.308,170.0,71.498,102.77,7.684,71.498,102.626,0.11,121.137,140.928,91.399,2.0,2.0,triangular,1000000
Set 1 SP_EV360,36.5,73,79.083,5.49,104.37,83.139,9.125,104.67,83.045,19.524,109.335,146.0,58.517,85.737,6.687,58.517,85.617,0.11,101.72,116.899,35.47,2.0,2.0,triangular,1000000
Set 1 SP_EV361,32.5,65,70.417,5.26,92.93,74.028,8.125,93.2,73.944,17.384,97.353,130.0,51.49,77.224,6.358,51.49,77.113,0.094,92.316,107.453,5.894,2.0,2.0,triangular,1000000
Set 1 SP_EV362,33.5,67,72.583,5.81,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,51.479,79.966,6.828,51.479,79.814,0.126,96.309,115.545,10.133,2.0,2.0,triangular,1000000
Set 1 SP_EV363,39.0,78,84.5,6.2,111.52,88.833,9.75,111.84,88.733,20.861,116.824,156.0,59.401,91.047,7.713,59.401,90.898,0.115,109.457,128.036,12.672,2.0,2.0,triangular,1000000
Set 1 SP_EV364,35.0,70,75.833,5.62,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,53.135,81.779,6.992,53.135,81.649,0.107,98.439,115.977,2.882,2.0,2.0,triangular,1000000
Set 1 SP_EV365,34.0,68,73.667,5.61,97.22,77.444,8.5,97.5,77.357,18.186,101.847,136.0,51.448,79.347,6.997,51.448,79.2,0.117,96.042,111.982,3.711,2.0,2.0,triangular,1000000
Set 1 SP_EV366,35.0,70,75.833,5.5,100.08,79.722,8.75,100.37,79.632,18.721,104.842,140.0,54.372,82.446,6.706,54.372,82.315,0.113,98.46,113.138,22.333,2.0,2.0,triangular,1000000
Set 1 SP_EV367,35.5,71,76.917,5.76,101.51,80.861,8.875,101.81,80.77,18.989,106.34,142.0,53.403,82.838,7.187,53.403,82.69,0.113,100.028,116.377,1.726,2.0,2.0,triangular,1000000
Set 1 SP_EV368,33.0,66,71.5,5.49,94.36,75.167,8.25,94.64,75.082,17.651,98.851,132.0,49.586,76.994,6.839,49.586,76.854,0.113,93.315,111.808,1.687,2.0,2.0,triangular,1000000
Set 1 SP_EV369,29.0,58,62.833,4.91,82.92,66.056,7.25,83.17,65.981,15.512,86.869,116.0,46.306,68.979,5.939,46.306,68.829,0.139,83.219,96.028,40.096,2.0,2.0,triangular,1000000
Set 1 SP_EV370,32.0,64,69.333,5.2,91.5,72.889,8.0,91.77,72.807,17.117,95.856,128.0,48.119,74.849,6.408,48.119,74.713,0.12,90.153,106.986,15.638,2.0,2.0,triangular,1000000
Set 1 SP_EV371,33.5,67,72.583,5.14,95.79,76.306,8.375,96.07,76.219,17.919,100.349,134.0,52.599,78.22,6.379,52.599,78.096,0.113,93.421,108.669,6.03,2.0,2.0,triangular,1000000
Set 1 SP_EV372,41.0,82,88.833,6.43,117.23,93.389,10.25,117.58,93.283,21.931,122.815,164.0,66.712,97.931,7.557,66.712,97.768,0.122,116.04,132.77,41.951,2.0,2.0,triangular,1000000
Set 1 SP_EV373,47.5,95,102.917,7.15,135.82,108.194,11.875,136.22,108.072,25.407,142.286,190.0,75.072,111.027,8.877,75.072,110.875,0.097,132.131,153.254,6.805,2.0,2.0,triangular,1000000
